technology_id,universe,ticker,name,confidence,total_return,spy_return,excess_return,start_date,end_date,delisted
78,direct,AMZN,Amazon,direct,2.737698,2.102951,0.634747,2018-02-01,2026-08-31,0
78,direct,PATH,UiPath,direct,-0.737101,0.978954,-1.716055,2021-04-21,2026-09-01,0
78,direct,AI,C3.ai,direct,-0.888204,1.261418,-2.149623,2020-12-09,2026-09-01,0
79,all,NVDA,NVIDIA,direct,36.176849,2.102951,34.073899,2018-02-01,2026-08-31,0
79,all,META,Meta Platforms,exposed,1.99014,2.102951,-0.112811,2018-02-01,2026-08-31,0
79,all,ADBE,Adobe,exposed,0.468502,2.102951,-1.634448,2018-02-01,2026-08-31,0
79,direct,NVDA,NVIDIA,direct,36.176849,2.102951,34.073899,2018-02-01,2026-08-31,0
83,all,ILMN,Illumina,direct,-0.046369,2.102951,-2.14932,2018-02-01,2026-08-31,0
83,all,NTRA,Natera,exposed,29.546489,2.102951,27.443538,2018-02-01,2026-08-31,0
83,all,VCYT,Veracyte,exposed,5.90461,2.102951,3.80166,2018-02-01,2026-09-01,0
83,direct,ILMN,Illumina,direct,-0.046369,2.102951,-2.14932,2018-02-01,2026-08-31,0
86,all,CEG,Constellation Energy,exposed,5.796191,0.804568,4.991624,2022-01-19,2026-08-31,0
86,all,SMR,NuScale Power,exposed,-0.078529,0.895933,-0.974462,2022-03-01,2026-08-31,0
86,all,OKLO,Oklo,exposed,3.06513,0.904526,2.160604,2021-07-08,2026-08-31,0
86,all,BWXT,BWX Technologies,direct,2.568276,2.175004,0.393271,2019-02-01,2026-08-31,0
86,all,CCJ,Cameco,exposed,7.14815,2.175004,4.973146,2019-02-01,2026-09-01,0
86,all,UEC,Uranium Energy,exposed,7.915385,2.175004,5.74038,2019-02-01,2026-09-01,0
86,direct,BWXT,BWX Technologies,direct,2.568276,2.175004,0.393271,2019-02-01,2026-08-31,0
90,all,BYND,Beyond Meat,direct,-0.797719,1.931799,-2.729518,2019-05-02,2026-08-31,0
90,all,TSN,Tyson Foods,exposed,0.102783,2.175004,-2.072221,2019-02-01,2026-08-31,0
90,all,OTLY,Oatly,direct,-0.963614,0.982719,-1.946332,2021-05-20,2026-09-01,0
90,direct,BYND,Beyond Meat,direct,-0.797719,1.931799,-2.729518,2019-05-02,2026-08-31,0
90,direct,OTLY,Oatly,direct,-0.963614,0.982719,-1.946332,2021-05-20,2026-09-01,0
92,all,AAPL,Apple,direct,7.026465,2.175004,4.851461,2019-02-01,2026-08-31,0
92,all,IRTC,iRhythm Technologies,direct,0.414269,2.175004,-1.760735,2019-02-01,2026-08-31,0
92,direct,AAPL,Apple,direct,7.026465,2.175004,4.851461,2019-02-01,2026-08-31,0
92,direct,IRTC,iRhythm Technologies,direct,0.414269,2.175004,-1.760735,2019-02-01,2026-08-31,0
94,all,GOOGL,Alphabet,direct,5.121097,2.175004,2.946093,2019-02-01,2026-08-31,0
94,all,MSFT,Microsoft,exposed,4.308628,2.175004,2.133623,2019-02-01,2026-08-31,0
94,all,AMZN,Amazon,direct,2.194751,2.175004,0.019747,2019-02-01,2026-08-31,0
94,all,SOUN,SoundHound AI,direct,-0.086667,0.899649,-0.986316,2022-04-28,2026-09-01,0
94,direct,GOOGL,Alphabet,direct,5.121097,2.175004,2.946093,2019-02-01,2026-08-31,0
94,direct,AMZN,Amazon,direct,2.194751,2.175004,0.019747,2019-02-01,2026-08-31,0
94,direct,SOUN,SoundHound AI,direct,-0.086667,0.899649,-0.986316,2022-04-28,2026-09-01,0
97,all,COIN,Coinbase,exposed,-0.426953,1.001175,-1.428128,2021-04-14,2026-08-31,0
97,all,PYPL,PayPal,direct,-0.544064,1.596283,-2.140347,2020-02-03,2026-08-31,0
97,all,XYZ,Block,direct,0.027819,1.596283,-1.568463,2020-02-03,2026-08-31,0
97,all,MSTR,Strategy (MicroStrategy),exposed,7.893498,1.596283,6.297215,2020-02-03,2026-08-31,0
97,all,AFRM,Affirm,direct,-0.274218,1.175097,-1.449315,2021-01-13,2026-09-01,0
97,all,HOOD,Robinhood,exposed,1.972717,0.862472,1.110244,2021-07-29,2026-09-01,0
97,direct,PYPL,PayPal,direct,-0.544064,1.596283,-2.140347,2020-02-03,2026-08-31,0
97,direct,XYZ,Block,direct,0.027819,1.596283,-1.568463,2020-02-03,2026-08-31,0
97,direct,AFRM,Affirm,direct,-0.274218,1.175097,-1.449315,2021-01-13,2026-09-01,0
100,all,RKLB,Rocket Lab,exposed,5.559934,1.284019,4.275915,2020-11-24,2026-08-31,0
100,all,ASTS,AST SpaceMobile,exposed,4.904096,1.596283,3.307813,2020-02-03,2026-08-31,0
100,all,IRDM,Iridium Communications,direct,0.890855,1.596283,-0.705428,2020-02-03,2026-08-31,0
100,all,LUNR,Intuitive Machines,exposed,0.525389,0.747506,-0.222118,2021-11-17,2026-09-01,0
100,direct,IRDM,Iridium Communications,direct,0.890855,1.596283,-0.705428,2020-02-03,2026-08-31,0
101,all,GOOGL,Alphabet,direct,3.618361,1.596283,2.022078,2020-02-03,2026-08-31,0
101,all,IBM,IBM,direct,1.209024,1.596283,-0.387259,2020-02-03,2026-08-31,0
101,all,IONQ,IonQ,exposed,2.639815,1.239975,1.39984,2021-01-04,2026-08-31,0
101,all,QBTS,D-Wave Quantum,exposed,0.629557,1.264815,-0.635258,2020-12-11,2026-09-01,0
101,direct,GOOGL,Alphabet,direct,3.618361,1.596283,2.022078,2020-02-03,2026-08-31,0
101,direct,IBM,IBM,direct,1.209024,1.596283,-0.387259,2020-02-03,2026-08-31,0
102,all,NVDA,NVIDIA,direct,35.955297,1.596283,34.359014,2020-02-03,2026-08-31,0
102,all,AAPL,Apple,direct,3.266126,1.596283,1.669843,2020-02-03,2026-08-31,0
102,all,AMD,Advanced Micro Devices,exposed,8.802582,1.596283,7.2063,2020-02-03,2026-08-31,0
102,all,QCOM,Qualcomm,direct,1.222897,1.596283,-0.373386,2020-02-03,2026-09-01,0
102,direct,NVDA,NVIDIA,direct,35.955297,1.596283,34.359014,2020-02-03,2026-08-31,0
102,direct,AAPL,Apple,direct,3.266126,1.596283,1.669843,2020-02-03,2026-08-31,0
102,direct,QCOM,Qualcomm,direct,1.222897,1.596283,-0.373386,2020-02-03,2026-09-01,0
105,all,MRNA,Moderna,direct,-0.108839,1.195679,-1.304518,2021-02-01,2026-08-31,0
105,all,BNTX,BioNTech,direct,-0.113214,1.195679,-1.308893,2021-02-01,2026-08-31,0
105,all,PFE,Pfizer,direct,0.055446,1.195679,-1.140233,2021-02-01,2026-08-31,0
105,all,NVAX,Novavax,exposed,-0.965076,1.195679,-2.160755,2021-02-01,2026-08-31,0
105,direct,MRNA,Moderna,direct,-0.108839,1.195679,-1.304518,2021-02-01,2026-08-31,0
105,direct,BNTX,BioNTech,direct,-0.113214,1.195679,-1.308893,2021-02-01,2026-08-31,0
105,direct,PFE,Pfizer,direct,0.055446,1.195679,-1.140233,2021-02-01,2026-08-31,0
106,all,NVDA,NVIDIA,exposed,15.746312,1.195679,14.550633,2021-02-01,2026-08-31,0
106,all,GOOGL,Alphabet,exposed,2.616972,1.195679,1.421293,2021-02-01,2026-08-31,0
106,all,MSFT,Microsoft,direct,1.220048,1.195679,0.02437,2021-02-01,2026-08-31,0
106,all,AMZN,Amazon,exposed,0.554169,1.195679,-0.64151,2021-02-01,2026-08-31,0
106,all,PLTR,Palantir,exposed,4.488222,1.195679,3.292543,2021-02-01,2026-08-31,0
106,all,SMCI,Super Micro Computer,exposed,10.639188,1.195679,9.443509,2021-02-01,2026-09-01,0
106,direct,MSFT,Microsoft,direct,1.220048,1.195679,0.02437,2021-02-01,2026-08-31,0
109,all,TSLA,Tesla,exposed,0.314404,1.195679,-0.881274,2021-02-01,2026-08-31,0
109,all,QS,QuantumScape,direct,-0.867942,1.195679,-2.063621,2021-02-01,2026-08-31,0
109,all,ALB,Albemarle,exposed,-0.134916,1.195679,-1.330594,2021-02-01,2026-08-31,0
109,direct,QS,QuantumScape,direct,-0.867942,1.195679,-2.063621,2021-02-01,2026-08-31,0
110,all,PLUG,Plug Power,direct,-0.966171,1.195679,-2.16185,2021-02-01,2026-08-31,0
110,all,BE,Bloom Energy,direct,4.538255,1.195679,3.342576,2021-02-01,2026-08-31,0
110,all,APD,Air Products,exposed,0.318755,1.195679,-0.876924,2021-02-01,2026-08-31,0
110,direct,PLUG,Plug Power,direct,-0.966171,1.195679,-2.16185,2021-02-01,2026-08-31,0
110,direct,BE,Bloom Energy,direct,4.538255,1.195679,3.342576,2021-02-01,2026-08-31,0
113,all,MSFT,Microsoft,direct,1.220048,1.195679,0.02437,2021-02-01,2026-08-31,0
113,all,NOW,ServiceNow,exposed,0.324746,1.195679,-0.870933,2021-02-01,2026-08-31,0
113,all,CRM,Salesforce,exposed,0.14679,1.195679,-1.048889,2021-02-01,2026-08-31,0
113,all,PATH,UiPath,exposed,-0.737101,0.978954,-1.716055,2021-04-21,2026-09-01,0
113,all,ZM,Zoom Communications,direct,-0.751525,1.195679,-1.947204,2021-02-01,2026-09-01,0
113,direct,MSFT,Microsoft,direct,1.220048,1.195679,0.02437,2021-02-01,2026-08-31,0
113,direct,ZM,Zoom Communications,direct,-0.751525,1.195679,-1.947204,2021-02-01,2026-09-01,0
115,all,MSFT,Microsoft,exposed,0.70881,0.799787,-0.090978,2022-02-01,2026-08-31,0
115,all,AAPL,Apple,exposed,0.857725,0.799787,0.057938,2022-02-01,2026-08-31,0
115,all,OKTA,Okta,direct,-0.1409,0.799787,-0.940687,2022-02-01,2026-08-31,0
115,direct,OKTA,Okta,direct,-0.1409,0.799787,-0.940687,2022-02-01,2026-08-31,0
117,all,ENPH,Enphase Energy,exposed,-0.744726,0.799787,-1.544513,2022-02-01,2026-08-31,0
117,all,TSLA,Tesla,direct,0.185342,0.799787,-0.614445,2022-02-01,2026-08-31,0
117,all,FLNC,Fluence Energy,direct,-0.435804,0.799787,-1.235591,2022-02-01,2026-08-31,0
117,direct,TSLA,Tesla,direct,0.185342,0.799787,-0.614445,2022-02-01,2026-08-31,0
117,direct,FLNC,Fluence Energy,direct,-0.435804,0.799787,-1.235591,2022-02-01,2026-08-31,0
118,all,PFE,Pfizer,exposed,-0.312598,0.799787,-1.112386,2022-02-01,2026-08-31,0
118,all,RXRX,Recursion Pharmaceuticals,direct,-0.724919,0.799787,-1.524706,2022-02-01,2026-08-31,0
118,all,SDGR,Schrödinger,direct,-0.340548,0.799787,-1.140335,2022-02-01,2026-08-31,0
118,direct,RXRX,Recursion Pharmaceuticals,direct,-0.724919,0.799787,-1.524706,2022-02-01,2026-08-31,0
118,direct,SDGR,Schrödinger,direct,-0.340548,0.799787,-1.140335,2022-02-01,2026-08-31,0
120,all,COIN,Coinbase,direct,-0.048602,0.799787,-0.848389,2022-02-01,2026-08-31,0
120,all,MSTR,Strategy (MicroStrategy),exposed,2.564075,0.799787,1.764288,2022-02-01,2026-08-31,0
120,direct,COIN,Coinbase,direct,-0.048602,0.799787,-0.848389,2022-02-01,2026-08-31,0
125,all,CRSP,CRISPR Therapeutics,direct,0.088859,0.952773,-0.863914,2023-02-01,2026-08-31,0
125,all,NTLA,Intellia Therapeutics,direct,-0.704983,0.952773,-1.657756,2023-02-01,2026-08-31,0
125,all,VRTX,Vertex Pharmaceuticals,exposed,0.716267,0.952773,-0.236506,2023-02-01,2026-08-31,0
125,all,REGN,Regeneron,exposed,0.064144,0.952773,-0.88863,2023-02-01,2026-08-31,0
125,all,VERV,Verve Therapeutics,direct,,0.604169,,,,1
125,direct,CRSP,CRISPR Therapeutics,direct,0.088859,0.952773,-0.863914,2023-02-01,2026-08-31,0
125,direct,NTLA,Intellia Therapeutics,direct,-0.704983,0.952773,-1.657756,2023-02-01,2026-08-31,0
125,direct,VERV,Verve Therapeutics,direct,,0.604169,,,,1
126,all,NVDA,NVIDIA,exposed,9.565369,0.952773,8.612596,2023-02-01,2026-08-31,0
126,all,GOOGL,Alphabet,direct,2.408933,0.952773,1.45616,2023-02-01,2026-08-31,0
126,all,MSFT,Microsoft,direct,1.068107,0.952773,0.115334,2023-02-01,2026-08-31,0
126,all,ADBE,Adobe,direct,-0.237367,0.952773,-1.19014,2023-02-01,2026-08-31,0
126,direct,GOOGL,Alphabet,direct,2.408933,0.952773,1.45616,2023-02-01,2026-08-31,0
126,direct,MSFT,Microsoft,direct,1.068107,0.952773,0.115334,2023-02-01,2026-08-31,0
126,direct,ADBE,Adobe,direct,-0.237367,0.952773,-1.19014,2023-02-01,2026-08-31,0
127,all,NVDA,NVIDIA,direct,9.565369,0.952773,8.612596,2023-02-01,2026-08-31,0
127,all,INTC,Intel,exposed,2.193187,0.952773,1.240414,2023-02-01,2026-08-31,0
127,all,AMD,Advanced Micro Devices,direct,4.561437,0.952773,3.608663,2023-02-01,2026-08-31,0
127,all,TSM,TSMC,exposed,3.617057,0.952773,2.664284,2023-02-01,2026-08-31,0
127,direct,NVDA,NVIDIA,direct,9.565369,0.952773,8.612596,2023-02-01,2026-08-31,0
127,direct,AMD,Advanced Micro Devices,direct,4.561437,0.952773,3.608663,2023-02-01,2026-08-31,0
128,all,LMT,Lockheed Martin,exposed,0.333029,0.952773,-0.619745,2023-02-01,2026-08-31,0
128,all,AVAV,AeroVironment,direct,0.592335,0.952773,-0.360438,2023-02-01,2026-09-01,0
128,direct,AVAV,AeroVironment,direct,0.592335,0.952773,-0.360438,2023-02-01,2026-09-01,0
