technology_id,universe,ticker,name,confidence,total_return,spy_return,excess_return,start_date,end_date,delisted
131,all,TSLA,Tesla,direct,1.028279,0.952773,0.075505,2023-02-01,2026-08-31,0
131,all,GM,General Motors,exposed,1.276562,0.952773,0.323789,2023-02-01,2026-08-31,0
131,all,RIVN,Rivian,direct,-0.185185,0.952773,-1.137959,2023-02-01,2026-08-31,0
131,all,LCID,Lucid Group,direct,-0.959054,0.952773,-1.911828,2023-02-01,2026-08-31,0
131,all,F,Ford,exposed,0.328254,0.952773,-0.624519,2023-02-01,2026-08-31,0
131,direct,TSLA,Tesla,direct,1.028279,0.952773,0.075505,2023-02-01,2026-08-31,0
131,direct,RIVN,Rivian,direct,-0.185185,0.952773,-1.137959,2023-02-01,2026-08-31,0
131,direct,LCID,Lucid Group,direct,-0.959054,0.952773,-1.911828,2023-02-01,2026-08-31,0
134,all,TSLA,Tesla,exposed,1.028279,0.952773,0.075505,2023-02-01,2026-08-31,0
134,all,ALB,Albemarle,exposed,-0.503893,0.952773,-1.456666,2023-02-01,2026-08-31,0
135,all,NVDA,NVIDIA,direct,2.509169,0.615268,1.893901,2024-02-01,2026-08-31,0
135,all,GOOGL,Alphabet,direct,1.425326,0.615268,0.810058,2024-02-01,2026-08-31,0
135,all,MSFT,Microsoft,direct,0.283174,0.615268,-0.332094,2024-02-01,2026-08-31,0
135,all,AMZN,Amazon,exposed,0.630901,0.615268,0.015633,2024-02-01,2026-08-31,0
135,all,META,Meta Platforms,exposed,0.462501,0.615268,-0.152767,2024-02-01,2026-08-31,0
135,all,PLTR,Palantir,exposed,10.41335,0.615268,9.798082,2024-02-01,2026-08-31,0
135,all,SMCI,Super Micro Computer,exposed,-0.370865,0.615268,-0.986134,2024-02-01,2026-09-01,0
135,all,PATH,UiPath,direct,-0.215058,0.615268,-0.830327,2024-02-01,2026-09-01,0
135,all,AI,C3.ai,direct,-0.585571,0.615268,-1.20084,2024-02-01,2026-09-01,0
135,direct,NVDA,NVIDIA,direct,2.509169,0.615268,1.893901,2024-02-01,2026-08-31,0
135,direct,GOOGL,Alphabet,direct,1.425326,0.615268,0.810058,2024-02-01,2026-08-31,0
135,direct,MSFT,Microsoft,direct,0.283174,0.615268,-0.332094,2024-02-01,2026-08-31,0
135,direct,PATH,UiPath,direct,-0.215058,0.615268,-0.830327,2024-02-01,2026-09-01,0
135,direct,AI,C3.ai,direct,-0.585571,0.615268,-1.20084,2024-02-01,2026-09-01,0
136,all,FSLR,First Solar,direct,0.365204,0.615268,-0.250065,2024-02-01,2026-08-31,0
136,all,ENPH,Enphase Energy,direct,-0.65459,0.615268,-1.269859,2024-02-01,2026-08-31,0
136,all,SEDG,SolarEdge,exposed,-0.535152,0.615268,-1.150421,2024-02-01,2026-08-31,0
136,all,ARRY,Array Technologies,exposed,-0.682216,0.615268,-1.297484,2024-02-01,2026-09-01,0
136,direct,FSLR,First Solar,direct,0.365204,0.615268,-0.250065,2024-02-01,2026-08-31,0
136,direct,ENPH,Enphase Energy,direct,-0.65459,0.615268,-1.269859,2024-02-01,2026-08-31,0
137,all,META,Meta Platforms,exposed,0.462501,0.615268,-0.152767,2024-02-01,2026-08-31,0
137,all,AAPL,Apple,direct,0.716327,0.615268,0.101059,2024-02-01,2026-08-31,0
137,all,U,Unity Software,exposed,0.27995,0.615268,-0.335318,2024-02-01,2026-09-01,0
137,direct,AAPL,Apple,direct,0.716327,0.615268,0.101059,2024-02-01,2026-08-31,0
138,all,PFE,Pfizer,exposed,0.229441,0.615268,-0.385827,2024-02-01,2026-08-31,0
138,all,LLY,Eli Lilly,direct,0.784641,0.615268,0.169373,2024-02-01,2026-08-31,0
138,all,NVO,Novo Nordisk,direct,-0.573003,0.615268,-1.188271,2024-02-01,2026-08-31,0
138,all,AMGN,Amgen,exposed,0.437767,0.615268,-0.177501,2024-02-01,2026-08-31,0
138,all,VKTX,Viking Therapeutics,direct,0.405845,0.615268,-0.209423,2024-02-01,2026-09-01,0
138,direct,LLY,Eli Lilly,direct,0.784641,0.615268,0.169373,2024-02-01,2026-08-31,0
138,direct,NVO,Novo Nordisk,direct,-0.573003,0.615268,-1.188271,2024-02-01,2026-08-31,0
138,direct,VKTX,Viking Therapeutics,direct,0.405845,0.615268,-0.209423,2024-02-01,2026-09-01,0
139,all,ORA,Ormat Technologies,direct,0.64124,0.615268,0.025972,2024-02-01,2026-09-01,0
139,direct,ORA,Ormat Technologies,direct,0.64124,0.615268,0.025972,2024-02-01,2026-09-01,0
140,all,INTC,Intel,exposed,1.091993,0.615268,0.476724,2024-02-01,2026-08-31,0
140,all,AMD,Advanced Micro Devices,direct,1.761145,0.615268,1.145877,2024-02-01,2026-08-31,0
140,all,TSM,TSMC,exposed,2.784109,0.615268,2.16884,2024-02-01,2026-08-31,0
140,all,AVGO,Broadcom,direct,2.167598,0.615268,1.552329,2024-02-01,2026-08-31,0
140,direct,AMD,Advanced Micro Devices,direct,1.761145,0.615268,1.145877,2024-02-01,2026-08-31,0
140,direct,AVGO,Broadcom,direct,2.167598,0.615268,1.552329,2024-02-01,2026-08-31,0
141,all,CRSP,CRISPR Therapeutics,direct,-0.118911,0.615268,-0.73418,2024-02-01,2026-08-31,0
141,all,NTLA,Intellia Therapeutics,exposed,-0.496041,0.615268,-1.11131,2024-02-01,2026-08-31,0
141,all,VRTX,Vertex Pharmaceuticals,direct,0.25503,0.615268,-0.360238,2024-02-01,2026-08-31,0
141,all,BEAM,Beam Therapeutics,direct,0.097995,0.615268,-0.517274,2024-02-01,2026-09-01,0
141,direct,CRSP,CRISPR Therapeutics,direct,-0.118911,0.615268,-0.73418,2024-02-01,2026-08-31,0
141,direct,VRTX,Vertex Pharmaceuticals,direct,0.25503,0.615268,-0.360238,2024-02-01,2026-08-31,0
141,direct,BEAM,Beam Therapeutics,direct,0.097995,0.615268,-0.517274,2024-02-01,2026-09-01,0
142,all,NVDA,NVIDIA,direct,2.509169,0.615268,1.893901,2024-02-01,2026-08-31,0
142,all,SMCI,Super Micro Computer,exposed,-0.370865,0.615268,-0.986134,2024-02-01,2026-09-01,0
142,direct,NVDA,NVIDIA,direct,2.509169,0.615268,1.893901,2024-02-01,2026-08-31,0
143,all,CARR,Carrier,direct,0.082988,0.615268,-0.532281,2024-02-01,2026-08-31,0
143,all,JCI,Johnson Controls,direct,1.648727,0.615268,1.033459,2024-02-01,2026-08-31,0
143,all,TT,Trane Technologies,direct,0.677902,0.615268,0.062633,2024-02-01,2026-08-31,0
143,direct,CARR,Carrier,direct,0.082988,0.615268,-0.532281,2024-02-01,2026-08-31,0
143,direct,JCI,Johnson Controls,direct,1.648727,0.615268,1.033459,2024-02-01,2026-08-31,0
143,direct,TT,Trane Technologies,direct,0.677902,0.615268,0.062633,2024-02-01,2026-08-31,0
144,all,META,Meta Platforms,exposed,0.462501,0.615268,-0.152767,2024-02-01,2026-08-31,0
144,all,RDDT,Reddit,direct,1.867565,0.508506,1.359059,2024-03-21,2026-09-01,0
144,direct,RDDT,Reddit,direct,1.867565,0.508506,1.359059,2024-03-21,2026-09-01,0
146,all,GOOGL,Alphabet,direct,0.695187,0.305154,0.390033,2025-02-03,2026-08-31,0
146,all,MSFT,Microsoft,direct,0.251519,0.305154,-0.053635,2025-02-03,2026-08-31,0
146,all,META,Meta Platforms,exposed,-0.175338,0.305154,-0.480491,2025-02-03,2026-08-31,0
146,direct,GOOGL,Alphabet,direct,0.695187,0.305154,0.390033,2025-02-03,2026-08-31,0
146,direct,MSFT,Microsoft,direct,0.251519,0.305154,-0.053635,2025-02-03,2026-08-31,0
147,all,NVDA,NVIDIA,exposed,0.895335,0.305154,0.590181,2025-02-03,2026-08-31,0
147,all,MSFT,Microsoft,direct,0.251519,0.305154,-0.053635,2025-02-03,2026-08-31,0
147,all,AAPL,Apple,direct,0.399717,0.305154,0.094563,2025-02-03,2026-08-31,0
147,all,AMD,Advanced Micro Devices,exposed,3.119367,0.305154,2.814213,2025-02-03,2026-08-31,0
147,all,QCOM,Qualcomm,direct,0.010728,0.305154,-0.294426,2025-02-03,2026-09-01,0
147,direct,MSFT,Microsoft,direct,0.251519,0.305154,-0.053635,2025-02-03,2026-08-31,0
147,direct,AAPL,Apple,direct,0.399717,0.305154,0.094563,2025-02-03,2026-08-31,0
147,direct,QCOM,Qualcomm,direct,0.010728,0.305154,-0.294426,2025-02-03,2026-09-01,0
149,all,GOOGL,Alphabet,direct,0.695187,0.305154,0.390033,2025-02-03,2026-08-31,0
149,all,AMZN,Amazon,exposed,0.094137,0.305154,-0.211017,2025-02-03,2026-08-31,0
149,all,TSLA,Tesla,direct,-0.040998,0.305154,-0.346151,2025-02-03,2026-08-31,0
149,all,GM,General Motors,exposed,0.829017,0.305154,0.523863,2025-02-03,2026-08-31,0
149,all,AUR,Aurora Innovation,direct,-0.195876,0.305154,-0.50103,2025-02-03,2026-09-01,0
149,direct,GOOGL,Alphabet,direct,0.695187,0.305154,0.390033,2025-02-03,2026-08-31,0
149,direct,TSLA,Tesla,direct,-0.040998,0.305154,-0.346151,2025-02-03,2026-08-31,0
149,direct,AUR,Aurora Innovation,direct,-0.195876,0.305154,-0.50103,2025-02-03,2026-09-01,0
151,all,PATH,UiPath,exposed,0.276566,0.305154,-0.028588,2025-02-03,2026-09-01,0
151,all,SYM,Symbotic,direct,0.308456,0.305154,0.003302,2025-02-03,2026-09-01,0
151,direct,SYM,Symbotic,direct,0.308456,0.305154,0.003302,2025-02-03,2026-09-01,0
153,all,CLF,Cleveland-Cliffs,exposed,0.184805,0.305154,-0.120349,2025-02-03,2026-09-01,0
155,all,NVDA,NVIDIA,direct,0.195249,0.109279,0.08597,2026-01-12,2026-08-31,0
155,all,GOOGL,Alphabet,direct,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
155,all,MSFT,Microsoft,direct,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
155,all,AMZN,Amazon,direct,0.053962,0.109279,-0.055317,2026-01-12,2026-08-31,0
155,all,CEG,Constellation Energy,exposed,-0.178261,0.109279,-0.28754,2026-01-12,2026-08-31,0
155,all,EQIX,Equinix,exposed,0.355706,0.109279,0.246427,2026-01-12,2026-08-31,0
155,all,DLR,Digital Realty,exposed,0.191483,0.109279,0.082204,2026-01-12,2026-08-31,0
155,all,VRT,Vertiv,exposed,0.522293,0.109279,0.413014,2026-01-12,2026-08-31,0
155,all,SMCI,Super Micro Computer,direct,0.218791,0.109279,0.109513,2026-01-12,2026-09-01,0
155,all,CRDO,Credo Technology,exposed,0.323957,0.109279,0.214678,2026-01-12,2026-09-01,0
155,direct,NVDA,NVIDIA,direct,0.195249,0.109279,0.08597,2026-01-12,2026-08-31,0
155,direct,GOOGL,Alphabet,direct,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
155,direct,MSFT,Microsoft,direct,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
155,direct,AMZN,Amazon,direct,0.053962,0.109279,-0.055317,2026-01-12,2026-08-31,0
155,direct,SMCI,Super Micro Computer,direct,0.218791,0.109279,0.109513,2026-01-12,2026-09-01,0
156,all,CEG,Constellation Energy,exposed,-0.178261,0.109279,-0.28754,2026-01-12,2026-08-31,0
156,all,SMR,NuScale Power,direct,-0.529919,0.109279,-0.639198,2026-01-12,2026-08-31,0
156,all,OKLO,Oklo,direct,-0.604195,0.109279,-0.713474,2026-01-12,2026-08-31,0
156,all,BWXT,BWX Technologies,direct,-0.259776,0.109279,-0.369055,2026-01-12,2026-08-31,0
156,all,GEV,GE Vernova,exposed,0.406025,0.109279,0.296746,2026-01-12,2026-08-31,0
156,all,VST,Vistra,exposed,-0.201819,0.109279,-0.311098,2026-01-12,2026-08-31,0
156,all,CCJ,Cameco,exposed,-0.123235,0.109279,-0.232514,2026-01-12,2026-09-01,0
156,all,UEC,Uranium Energy,exposed,-0.273354,0.109279,-0.382633,2026-01-12,2026-09-01,0
156,direct,SMR,NuScale Power,direct,-0.529919,0.109279,-0.639198,2026-01-12,2026-08-31,0
156,direct,OKLO,Oklo,direct,-0.604195,0.109279,-0.713474,2026-01-12,2026-08-31,0
156,direct,BWXT,BWX Technologies,direct,-0.259776,0.109279,-0.369055,2026-01-12,2026-08-31,0
157,all,ILMN,Illumina,direct,0.467743,0.109279,0.358464,2026-01-12,2026-08-31,0
157,all,NTRA,Natera,exposed,0.367424,0.109279,0.258145,2026-01-12,2026-08-31,0
157,all,VCYT,Veracyte,exposed,-0.00046,0.109279,-0.109739,2026-01-12,2026-09-01,0
157,direct,ILMN,Illumina,direct,0.467743,0.109279,0.358464,2026-01-12,2026-08-31,0
158,all,GOOGL,Alphabet,exposed,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
158,all,MSFT,Microsoft,exposed,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
158,all,META,Meta Platforms,direct,-0.106873,0.109279,-0.216151,2026-01-12,2026-08-31,0
158,all,SNAP,Snap,direct,-0.322344,0.109279,-0.431623,2026-01-12,2026-08-31,0
158,all,SOUN,SoundHound AI,direct,-0.407952,0.109279,-0.517231,2026-01-12,2026-09-01,0
158,direct,META,Meta Platforms,direct,-0.106873,0.109279,-0.216151,2026-01-12,2026-08-31,0
158,direct,SNAP,Snap,direct,-0.322344,0.109279,-0.431623,2026-01-12,2026-08-31,0
158,direct,SOUN,SoundHound AI,direct,-0.407952,0.109279,-0.517231,2026-01-12,2026-09-01,0
159,all,RKLB,Rocket Lab,exposed,-0.27281,0.109279,-0.382089,2026-01-12,2026-08-31,0
159,all,BA,Boeing,direct,-0.133564,0.109279,-0.242843,2026-01-12,2026-08-31,0
159,all,LMT,Lockheed Martin,exposed,0.030189,0.109279,-0.07909,2026-01-12,2026-08-31,0
159,all,NOC,Northrop Grumman,exposed,-0.131944,0.109279,-0.241223,2026-01-12,2026-08-31,0
159,all,LUNR,Intuitive Machines,exposed,-0.233333,0.109279,-0.342612,2026-01-12,2026-09-01,0
159,all,RDW,Redwire,exposed,-0.037523,0.109279,-0.146802,2026-01-12,2026-09-01,0
159,direct,BA,Boeing,direct,-0.133564,0.109279,-0.242843,2026-01-12,2026-08-31,0
160,all,TSLA,Tesla,exposed,-0.180439,0.109279,-0.289718,2026-01-12,2026-08-31,0
160,all,QS,QuantumScape,exposed,-0.478545,0.109279,-0.587824,2026-01-12,2026-08-31,0
160,all,ALB,Albemarle,exposed,-0.198903,0.109279,-0.308182,2026-01-12,2026-08-31,0
161,all,GOOGL,Alphabet,direct,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
161,all,MSFT,Microsoft,direct,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
161,all,GTLB,GitLab,exposed,0.305104,0.109279,0.195825,2026-01-12,2026-08-31,0
161,all,ANET,Arista Networks,exposed,0.585562,0.109279,0.476283,2026-01-12,2026-08-31,0
161,all,PATH,UiPath,direct,0.052204,0.109279,-0.057075,2026-01-12,2026-09-01,0
161,all,AI,C3.ai,direct,-0.269258,0.109279,-0.378537,2026-01-12,2026-09-01,0
161,direct,GOOGL,Alphabet,direct,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
161,direct,MSFT,Microsoft,direct,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
161,direct,PATH,UiPath,direct,0.052204,0.109279,-0.057075,2026-01-12,2026-09-01,0
161,direct,AI,C3.ai,direct,-0.269258,0.109279,-0.378537,2026-01-12,2026-09-01,0
162,all,CRSP,CRISPR Therapeutics,direct,0.03038,0.109279,-0.078899,2026-01-12,2026-08-31,0
162,all,NTLA,Intellia Therapeutics,direct,0.113736,0.109279,0.004457,2026-01-12,2026-08-31,0
162,all,VRTX,Vertex Pharmaceuticals,exposed,0.182223,0.109279,0.072944,2026-01-12,2026-08-31,0
162,all,BEAM,Beam Therapeutics,direct,-0.138617,0.109279,-0.247896,2026-01-12,2026-09-01,0
162,all,VERV,Verve Therapeutics,direct,,-0.088747,,,,1
162,all,PRME,Prime Medicine,direct,-0.165888,0.109279,-0.275167,2026-01-12,2026-09-01,0
162,direct,CRSP,CRISPR Therapeutics,direct,0.03038,0.109279,-0.078899,2026-01-12,2026-08-31,0
162,direct,NTLA,Intellia Therapeutics,direct,0.113736,0.109279,0.004457,2026-01-12,2026-08-31,0
162,direct,BEAM,Beam Therapeutics,direct,-0.138617,0.109279,-0.247896,2026-01-12,2026-09-01,0
162,direct,VERV,Verve Therapeutics,direct,,-0.088747,,,,1
162,direct,PRME,Prime Medicine,direct,-0.165888,0.109279,-0.275167,2026-01-12,2026-09-01,0
163,all,GOOGL,Alphabet,exposed,0.023901,0.109279,-0.085378,2026-01-12,2026-08-31,0
163,all,MSFT,Microsoft,exposed,0.069844,0.109279,-0.039434,2026-01-12,2026-08-31,0
163,all,META,Meta Platforms,exposed,-0.106873,0.109279,-0.216151,2026-01-12,2026-08-31,0
164,all,CRSP,CRISPR Therapeutics,exposed,0.03038,0.109279,-0.078899,2026-01-12,2026-08-31,0
164,all,ILMN,Illumina,exposed,0.467743,0.109279,0.358464,2026-01-12,2026-08-31,0
