technology_id,universe,date,cohort,spy,sector,nasdaq,gold,oil
49,direct,2026-06-09,1381.02,440.77,,754.76,319.21,88.14
49,direct,2026-06-16,1415.11,448.71,,778.25,324.81,77.52
49,direct,2026-06-23,1312.29,439.83,,761.8,308.22,74.69
49,direct,2026-06-30,1354.9,447.73,,786.09,300.91,71.46
49,direct,2026-07-07,1391.52,448.3,,757.3,308.36,73.12
49,direct,2026-07-14,1363.01,450.77,,768.25,303.99,80.67
49,direct,2026-07-21,1316.15,448.64,,756.81,306.17,86.5
49,direct,2026-07-28,1265.2,444.19,,721.07,301.72,80.89
49,direct,2026-08-04,1431.79,462.46,,772.69,305.64,77.73
49,direct,2026-08-11,1303.45,462.0,,766.92,327.53,85.67
49,direct,2026-08-18,1304.97,460.13,,765.92,325.56,87.71
49,direct,2026-08-25,1315.43,459.21,,758.67,349.67,84.69
49,direct,2026-08-31,1286.58,459.89,,765.12,333.62,89.76
50,all,2015-02-02,100.0,100.0,100.0,100.0,100.0,100.0
50,all,2015-02-09,100.2,101.34,98.73,100.8,97.35,106.18
50,all,2015-02-17,100.45,104.06,105.46,104.93,94.76,106.28
50,all,2015-02-24,98.12,104.9,107.37,106.49,94.15,96.89
50,all,2015-03-03,99.19,104.56,110.84,106.76,94.32,99.3
50,all,2015-03-10,96.05,101.52,114.71,103.67,91.01,96.19
50,all,2015-03-17,95.9,102.99,118.64,104.8,90.03,85.71
50,all,2015-03-24,88.74,103.88,115.89,106.08,93.59,90.17
50,all,2015-03-31,87.58,102.69,114.88,103.79,92.84,90.44
50,all,2015-04-07,90.37,103.11,112.41,103.98,94.85,102.36
50,all,2015-04-14,93.03,104.21,118.14,105.33,93.48,101.07
50,all,2015-04-21,91.15,104.27,118.67,106.21,94.25,104.46
50,all,2015-04-28,95.24,105.18,110.63,108.15,95.03,105.26
50,all,2015-05-05,92.45,103.92,106.94,105.61,93.47,111.49
50,all,2015-05-12,92.69,104.46,115.12,105.93,93.53,111.39
50,all,2015-05-19,99.65,105.97,117.73,108.05,94.67,105.42
50,all,2015-05-26,99.08,104.81,118.7,107.33,93.05,105.75
50,all,2015-06-02,102.73,105.14,121.61,108.18,93.5,111.06
50,all,2015-06-09,110.44,103.69,122.44,106.16,92.16,108.54
50,all,2015-06-16,111.44,104.59,123.01,106.93,92.57,108.81
50,all,2015-06-23,115.58,105.99,132.35,109.14,92.22,109.94
50,all,2015-06-30,113.39,102.9,128.72,105.47,91.79,106.77
50,all,2015-07-07,111.23,103.98,128.17,106.36,90.48,95.38
50,all,2015-07-14,118.91,105.31,135.08,108.62,90.46,95.17
50,all,2015-07-21,117.89,105.85,135.92,112.21,86.07,90.82
50,all,2015-07-28,111.15,104.64,132.14,109.47,85.79,85.12
50,all,2015-08-04,108.93,104.66,130.18,109.73,85.21,81.74
50,all,2015-08-11,102.05,104.31,119.62,108.5,86.8,77.82
50,all,2015-08-18,98.96,104.96,118.59,109.21,87.49,75.46
50,all,2015-08-25,91.59,93.61,106.25,96.63,89.17,68.37
50,all,2015-09-01,98.59,95.86,109.98,99.54,89.2,79.54
50,all,2015-09-08,99.5,98.69,116.76,103.47,87.83,80.67
50,all,2015-09-15,101.89,99.21,119.45,104.9,86.51,78.25
50,all,2015-09-22,90.92,97.43,112.5,102.8,88.05,80.13
50,all,2015-09-29,66.99,94.53,91.95,98.23,88.2,78.46
50,all,2015-10-06,65.22,99.38,96.85,103.69,89.74,84.53
50,all,2015-10-13,65.25,100.62,93.69,104.77,91.37,80.88
50,all,2015-10-20,67.5,102.06,98.52,106.83,92.08,79.11
50,all,2015-10-27,65.94,103.81,103.14,111.67,91.23,74.22
50,all,2015-11-03,65.52,106.02,109.72,113.57,87.39,82.06
50,all,2015-11-10,68.97,104.8,108.89,111.86,85.1,75.67
50,all,2015-11-17,71.47,103.24,105.17,110.1,83.6,69.87
50,all,2015-11-24,79.47,105.19,108.77,112.62,84.09,71.54
50,all,2015-12-01,81.59,105.86,110.47,113.72,83.55,69.55
50,all,2015-12-08,81.6,103.99,105.79,113.2,84.01,62.73
50,all,2015-12-15,82.34,103.02,102.35,110.91,82.93,61.22
50,all,2015-12-22,84.47,102.86,106.85,110.72,83.82,57.84
50,all,2015-12-29,84.12,104.83,109.83,113.22,83.48,60.47
50,all,2016-01-05,80.17,101.78,103.2,108.27,84.28,57.25
50,all,2016-01-12,74.75,97.89,90.3,104.54,85.12,49.25
50,all,2016-01-19,70.0,95.06,81.15,100.1,84.94,45.6
50,all,2016-01-26,74.06,96.14,83.07,102.17,87.64,48.17
50,all,2016-02-02,64.32,96.12,75.44,101.18,88.29,46.03
50,all,2016-02-09,61.16,93.73,70.44,95.41,92.78,43.93
50,all,2016-02-16,64.84,95.93,75.18,99.28,93.75,44.63
50,all,2016-02-23,65.97,97.21,74.06,100.62,95.75,45.54
50,all,2016-03-01,65.56,100.14,77.08,104.79,96.2,49.14
50,all,2016-03-08,71.05,100.28,78.28,103.16,98.5,51.83
50,all,2016-03-15,65.53,102.19,75.07,105.62,96.36,52.09
50,all,2016-03-22,63.99,103.93,80.7,107.41,97.46,56.61
50,all,2016-03-29,67.26,104.22,77.75,108.12,97.01,52.63
50,all,2016-04-05,68.23,103.74,82.71,108.17,96.11,49.03
50,all,2016-04-12,70.42,104.62,84.52,108.79,98.06,57.14
50,all,2016-04-19,64.09,106.64,86.49,109.83,97.68,56.07
50,all,2016-04-26,66.22,106.15,86.15,107.74,96.96,58.06
50,all,2016-05-03,62.99,104.74,81.37,105.04,100.44,57.68
50,all,2016-05-10,63.15,105.91,80.57,106.63,98.82,59.02
50,all,2016-05-17,63.84,104.08,80.39,104.79,99.84,64.02
50,all,2016-05-24,67.42,105.61,85.89,107.75,95.82,63.48
50,all,2016-05-31,70.23,106.61,89.23,109.62,94.8,63.75
50,all,2016-06-07,69.71,107.55,90.1,109.46,97.06,65.63
50,all,2016-06-14,66.85,105.7,83.77,107.32,100.29,63.0
50,all,2016-06-21,66.89,106.45,81.83,107.08,98.71,63.86
50,all,2016-06-28,65.52,103.78,80.0,104.05,102.37,61.6
50,all,2016-07-05,66.66,106.44,84.78,107.0,105.76,60.04
50,all,2016-07-12,70.35,109.78,89.12,111.05,103.86,60.1
50,all,2016-07-19,69.41,110.41,86.81,111.69,103.91,57.47
50,all,2016-07-26,68.73,110.7,92.12,113.35,102.92,54.14
50,all,2016-08-02,71.21,110.08,96.92,114.51,106.41,50.11
50,all,2016-08-09,68.73,111.43,96.79,116.46,104.53,54.08
50,all,2016-08-16,68.89,111.32,95.82,116.59,104.94,58.65
50,all,2016-08-23,68.73,111.83,98.12,117.1,104.36,59.56
50,all,2016-08-30,69.61,111.34,93.62,116.1,102.13,57.63
50,all,2016-09-06,70.52,111.86,94.96,117.39,105.14,55.8
50,all,2016-09-13,71.89,108.9,95.95,114.84,102.72,55.69
50,all,2016-09-20,72.86,109.55,103.9,116.84,102.47,54.08
50,all,2016-09-27,73.08,110.65,105.81,118.33,103.43,54.51
50,all,2016-10-04,74.03,110.19,101.06,118.2,98.82,59.56
50,all,2016-10-11,70.75,109.55,97.64,117.35,97.66,62.19
50,all,2016-10-18,70.7,109.7,92.18,117.69,98.37,61.49
50,all,2016-10-25,68.51,109.93,90.3,119.02,99.22,60.37
50,all,2016-11-01,64.36,108.31,87.48,115.95,100.25,56.77
50,all,2016-11-08,64.71,109.9,88.94,116.95,99.36,54.24
50,all,2016-11-15,68.86,112.04,104.21,116.06,95.67,55.53
50,all,2016-11-22,70.94,113.22,99.47,118.73,94.38,57.09
50,all,2016-11-29,70.92,113.39,99.38,118.77,92.53,54.03
50,all,2016-12-06,66.44,113.8,99.09,116.72,91.02,60.63
50,all,2016-12-13,66.3,116.91,93.75,120.29,90.22,63.0
50,all,2016-12-20,66.29,116.89,95.04,120.74,88.05,62.41
50,all,2016-12-27,66.07,116.83,93.84,121.01,88.68,63.0
50,all,2017-01-03,65.43,116.3,91.74,119.72,90.24,61.44
50,all,2017-01-10,69.88,116.93,101.23,122.79,92.43,59.45
50,all,2017-01-17,67.0,116.82,97.65,122.98,94.63,61.39
50,all,2017-01-24,65.14,117.51,96.13,124.37,94.16,61.06
50,all,2017-01-31,64.0,117.48,99.92,124.76,94.39,60.79
50,all,2017-02-07,64.93,118.21,100.56,126.49,95.95,60.1
50,all,2017-02-14,66.6,120.66,104.67,128.73,95.52,61.12
50,all,2017-02-21,67.65,122.1,106.24,130.65,96.19,61.98
50,all,2017-02-28,65.84,122.09,108.09,130.22,97.39,61.49
50,all,2017-03-07,71.13,122.37,107.14,130.71,94.58,60.53
50,all,2017-03-14,67.65,122.32,109.06,131.49,93.22,54.73
50,all,2017-03-21,66.04,121.2,104.35,130.28,96.83,54.3
50,all,2017-03-28,67.43,122.03,106.74,132.12,97.24,54.51
50,all,2017-04-04,66.03,122.11,105.24,132.99,97.71,57.52
50,all,2017-04-11,63.54,121.89,103.36,131.93,99.0,59.99
50,all,2017-04-18,62.33,121.28,104.49,131.76,100.33,59.29
50,all,2017-04-25,63.81,123.7,108.69,135.62,98.23,55.64
50,all,2017-05-02,65.57,123.82,109.18,137.93,97.74,53.28
50,all,2017-05-09,63.63,124.17,106.8,138.82,94.8,51.4
50,all,2017-05-16,65.87,124.5,108.85,140.13,96.1,54.3
50,all,2017-05-23,65.51,124.48,107.26,139.64,97.32,57.14
50,all,2017-05-30,64.25,125.23,103.89,141.85,98.14,54.99
50,all,2017-06-06,65.53,126.12,108.81,143.38,100.56,53.54
50,all,2017-06-13,65.15,126.82,110.99,140.87,98.42,51.56
50,all,2017-06-20,65.1,126.63,115.65,140.25,96.54,48.07
50,all,2017-06-27,66.66,125.76,119.18,138.91,97.05,48.87
50,all,2017-07-05,65.44,126.51,122.46,138.4,95.18,49.68
50,all,2017-07-12,66.78,127.15,121.2,141.6,94.78,50.11
50,all,2017-07-19,66.36,128.71,122.02,144.9,96.45,52.04
50,all,2017-07-26,64.19,128.93,124.61,145.79,97.93,53.49
50,all,2017-08-02,67.32,128.94,119.04,144.87,98.35,54.46
50,all,2017-08-09,69.53,128.84,119.16,145.04,99.09,54.51
50,all,2017-08-16,71.88,128.68,117.97,145.2,99.55,51.4
50,all,2017-08-23,72.36,127.44,118.71,143.6,100.2,53.06
50,all,2017-08-30,77.19,128.19,125.79,145.57,101.58,50.38
50,all,2017-09-06,80.55,128.66,129.9,146.05,103.59,53.92
50,all,2017-09-13,79.86,130.36,128.83,147.35,102.61,54.08
50,all,2017-09-20,79.19,130.95,131.42,146.59,100.98,54.99
50,all,2017-09-27,82.01,130.95,130.34,145.7,99.64,56.5
50,all,2017-10-04,89.15,132.57,136.16,147.28,98.98,54.14
50,all,2017-10-11,93.11,133.55,134.82,149.31,100.3,55.64
50,all,2017-10-18,92.61,133.92,133.06,150.14,99.39,56.28
50,all,2017-10-25,88.12,133.69,127.87,148.69,99.13,56.28
50,all,2017-11-01,87.76,134.84,127.25,153.4,98.93,58.54
50,all,2017-11-08,81.55,135.69,128.4,155.82,99.35,61.28
50,all,2017-11-15,79.04,134.29,123.52,153.9,99.17,59.56
50,all,2017-11-22,84.75,136.03,126.08,157.02,100.17,62.3
50,all,2017-11-29,87.56,137.58,124.99,155.18,99.69,61.6
50,all,2017-12-06,82.64,137.85,123.37,154.81,98.08,60.15
50,all,2017-12-13,85.53,139.69,127.95,157.33,97.35,60.85
50,all,2017-12-20,87.38,140.55,126.8,159.21,98.14,62.35
50,all,2017-12-27,85.53,140.71,132.57,158.21,99.84,64.02
50,all,2018-01-03,87.99,142.36,136.42,161.74,101.96,66.27
50,all,2018-01-10,89.32,144.29,136.76,163.91,102.13,68.1
50,all,2018-01-17,86.28,147.17,135.88,167.56,103.04,68.64
50,all,2018-01-24,90.19,149.05,145.63,170.21,105.24,71.0
50,all,2018-01-31,85.08,148.38,144.14,171.21,104.27,69.71
50,all,2018-02-07,80.22,140.89,141.13,161.92,101.94,66.43
50,all,2018-02-14,78.08,141.9,141.48,164.42,104.75,65.41
50,all,2018-02-21,78.55,142.14,140.55,166.58,102.65,66.0
50,all,2018-02-28,80.76,142.98,139.49,168.99,102.11,66.43
50,all,2018-03-07,83.37,143.58,146.39,170.73,102.7,66.33
50,all,2018-03-14,84.89,144.91,147.45,173.51,102.68,65.95
50,all,2018-03-21,86.13,142.91,143.72,168.98,103.32,70.78
50,all,2018-03-28,87.38,137.31,134.4,159.19,102.7,70.03
50,all,2018-04-04,90.84,139.28,134.73,161.71,103.29,68.85
50,all,2018-04-11,92.53,139.39,137.71,162.25,104.65,72.23
50,all,2018-04-18,97.04,142.89,140.16,168.49,104.44,74.54
50,all,2018-04-25,97.24,139.32,133.38,160.6,102.44,73.68
50,all,2018-05-02,100.76,139.09,135.08,163.81,101.0,73.42
50,all,2018-05-09,110.11,142.42,138.71,169.95,101.56,77.18
50,all,2018-05-16,110.33,143.87,144.36,171.06,99.89,77.66
50,all,2018-05-23,115.37,144.46,142.79,171.69,100.1,77.93
50,all,2018-05-30,118.85,144.07,145.45,172.28,100.78,74.27
50,all,2018-06-06,131.88,146.6,151.02,178.03,100.41,70.68
50,all,2018-06-13,133.33,146.93,150.11,177.99,100.63,72.34
50,all,2018-06-20,138.88,146.5,156.34,179.82,98.24,71.32
50,all,2018-06-27,130.61,142.98,144.7,172.19,96.86,78.68
50,all,2018-07-05,141.55,144.98,150.68,175.42,97.25,79.38
50,all,2018-07-12,145.79,148.3,155.86,182.06,96.5,77.28
50,all,2018-07-19,148.26,148.63,155.18,181.62,94.6,75.89
50,all,2018-07-26,149.08,150.41,150.91,182.66,94.57,77.71
50,all,2018-08-02,162.79,149.9,148.35,182.13,93.55,77.12
50,all,2018-08-09,165.86,151.33,147.22,184.54,93.73,74.54
50,all,2018-08-16,173.57,150.79,145.16,182.42,90.75,73.2
50,all,2018-08-23,190.79,151.71,148.42,183.42,91.65,76.64
50,all,2018-08-30,202.98,154.1,154.45,189.11,92.83,79.22
50,all,2018-09-06,206.4,152.97,149.44,184.44,92.75,76.8
50,all,2018-09-13,205.95,154.38,148.22,187.2,92.93,77.82
50,all,2018-09-20,201.75,155.84,150.17,187.39,93.34,79.48
50,all,2018-09-27,204.53,155.01,148.47,188.86,91.53,81.95
50,all,2018-10-04,178.69,154.34,142.05,185.35,92.7,84.53
50,all,2018-10-11,161.26,145.13,130.56,172.37,94.58,80.29
50,all,2018-10-18,177.64,147.39,135.4,176.0,94.69,78.2
50,all,2018-10-25,167.34,144.02,124.42,173.85,95.08,76.32
50,all,2018-11-01,187.12,145.85,129.52,174.87,95.27,72.29
50,all,2018-11-08,196.39,149.57,130.25,177.3,94.58,68.96
50,all,2018-11-15,192.01,145.59,119.95,170.83,93.75,64.34
50,all,2018-11-23,180.84,140.38,120.79,161.81,94.57,58.16
50,all,2018-11-30,188.98,146.99,126.29,172.13,94.38,57.63
50,all,2018-12-07,184.55,140.55,120.94,164.01,96.46,59.67
50,all,2018-12-14,182.9,138.89,118.78,163.71,95.62,58.11
50,all,2018-12-21,147.5,129.1,101.7,149.98,96.98,51.4
50,all,2018-12-28,164.88,132.88,108.43,155.91,98.89,51.18
50,all,2019-01-04,173.08,135.37,116.06,159.23,99.2,54.67
50,all,2019-01-11,182.01,138.91,126.86,163.78,99.49,58.54
50,all,2019-01-18,185.95,142.92,128.99,168.43,98.86,60.74
50,all,2019-01-25,194.63,142.55,127.43,168.32,100.36,60.42
50,all,2019-02-01,190.33,144.85,129.93,170.67,101.7,62.46
50,all,2019-02-08,185.06,145.07,127.91,171.8,101.46,59.51
50,all,2019-02-15,201.47,148.77,133.96,175.24,101.94,62.89
50,all,2019-02-22,215.13,149.72,132.64,176.21,102.52,64.18
50,all,2019-03-01,234.11,150.4,142.03,177.74,99.56,62.62
50,all,2019-03-08,232.31,147.21,133.76,174.46,100.34,63.0
50,all,2019-03-15,268.02,151.55,141.2,181.78,100.45,65.52
50,all,2019-03-22,267.05,150.44,135.92,182.32,101.27,65.68
50,all,2019-03-29,252.9,152.18,140.07,183.45,99.67,67.13
50,all,2019-04-05,245.16,155.46,145.11,188.55,99.64,70.62
50,all,2019-04-12,248.61,156.31,139.08,189.75,99.52,71.43
50,all,2019-04-22,221.91,156.37,130.75,191.88,98.33,73.42
50,all,2019-04-29,229.3,158.31,134.1,195.04,98.7,71.05
50,all,2019-05-06,246.71,157.75,135.61,193.94,98.68,70.19
50,all,2019-05-13,244.87,151.3,124.4,182.34,100.2,68.1
50,all,2019-05-20,255.5,152.97,124.95,183.74,98.55,70.62
50,all,2019-05-28,254.81,150.92,126.9,181.23,98.7,65.68
50,all,2019-06-04,262.28,151.13,127.69,178.6,102.23,59.94
50,all,2019-06-11,280.96,155.64,125.59,187.26,102.25,59.67
50,all,2019-06-18,300.61,157.52,134.53,190.34,103.84,60.42
50,all,2019-06-25,285.38,157.4,130.58,189.24,109.62,64.45
50,all,2019-07-02,293.69,160.47,135.55,194.44,108.98,62.84
50,all,2019-07-09,299.63,160.88,134.56,195.11,107.62,64.66
50,all,2019-07-16,276.19,162.28,132.21,197.66,108.15,64.82
50,all,2019-07-23,281.09,162.42,131.98,198.31,109.21,63.43
50,all,2019-07-30,291.67,162.79,134.2,198.3,110.26,64.88
50,all,2019-08-06,253.76,155.8,128.53,187.53,113.47,59.83
50,all,2019-08-13,262.95,158.37,129.35,192.78,115.81,63.75
50,all,2019-08-20,258.45,157.04,127.58,191.33,116.17,62.46
50,all,2019-08-27,252.09,155.29,122.09,188.73,118.91,61.33
50,all,2019-09-03,238.44,157.39,121.69,189.98,119.06,60.26
50,all,2019-09-10,229.9,161.39,126.44,195.09,114.51,64.34
50,all,2019-09-17,245.05,162.9,129.28,197.09,115.67,66.0
50,all,2019-09-24,236.55,160.91,123.43,192.74,118.04,63.91
50,all,2019-10-01,224.19,159.48,115.49,192.02,114.06,60.1
50,all,2019-10-08,236.21,156.91,116.11,190.13,115.93,58.49
50,all,2019-10-15,259.22,162.54,122.0,198.43,114.04,59.4
50,all,2019-10-22,255.38,162.61,124.91,196.72,114.52,60.9
50,all,2019-10-29,249.41,164.9,127.2,201.02,114.56,62.19
50,all,2019-11-05,229.64,166.97,128.62,205.29,114.24,64.07
50,all,2019-11-12,234.78,168.05,129.91,206.66,112.26,63.75
50,all,2019-11-19,246.09,169.64,134.92,208.53,113.29,62.14
50,all,2019-11-26,252.69,170.81,142.38,209.81,112.51,65.47
50,all,2019-12-03,239.11,168.35,144.93,206.52,113.63,63.16
50,all,2019-12-10,251.21,170.51,147.79,209.08,112.7,66.54
50,all,2019-12-17,258.42,173.79,149.28,214.71,113.55,68.31
50,all,2019-12-24,261.87,175.56,152.33,217.77,115.4,68.58
50,all,2019-12-31,249.32,175.9,147.14,218.48,116.73,68.8
50,all,2020-01-07,245.0,176.38,145.92,221.48,120.87,70.52
50,all,2020-01-14,253.82,178.96,147.98,226.16,119.01,65.95
50,all,2020-01-21,259.68,181.06,146.53,229.45,119.87,65.74
50,all,2020-01-28,255.38,178.65,141.99,227.56,120.62,60.42
50,all,2020-02-04,260.66,179.84,144.99,233.75,119.61,56.07
50,all,2020-02-11,253.49,183.22,149.7,238.42,120.62,56.39
50,all,2020-02-18,264.88,184.03,151.01,241.21,123.27,58.81
50,all,2020-02-25,242.14,170.87,140.89,221.32,125.22,55.85
50,all,2020-03-03,236.22,164.08,139.35,215.26,125.71,53.11
50,all,2020-03-10,228.64,157.62,131.66,209.75,126.19,38.88
50,all,2020-03-17,176.12,138.16,105.71,187.17,117.27,30.67
50,all,2020-03-24,198.1,133.67,114.84,189.13,125.31,26.75
50,all,2020-03-31,225.67,141.69,119.81,196.07,120.94,22.61
50,all,2020-04-07,215.36,145.75,121.9,202.25,127.46,27.34
50,all,2020-04-14,230.24,156.01,134.02,218.17,132.89,25.03
50,all,2020-04-21,235.53,150.1,142.44,211.0,129.56,15.09
50,all,2020-04-28,255.22,157.07,147.39,217.8,131.38,11.44
50,all,2020-05-05,270.55,157.33,150.84,224.15,131.53,14.44
50,all,2020-05-12,291.5,157.59,157.91,228.74,130.73,14.08
50,all,2020-05-19,295.39,160.5,158.81,233.62,134.18,16.41
50,all,2020-05-26,290.89,164.41,160.2,235.87,131.42,17.23
50,all,2020-06-02,303.04,169.36,163.3,242.65,132.82,18.17
50,all,2020-06-09,293.17,176.35,161.87,250.55,131.73,19.08
50,all,2020-06-16,289.53,172.04,161.9,250.09,132.54,18.56
50,all,2020-06-23,303.82,172.3,176.01,256.7,135.99,19.28
50,all,2020-06-30,307.5,170.26,173.22,255.42,136.72,18.84
50,all,2020-07-07,310.32,173.25,178.01,264.72,138.08,19.33
50,all,2020-07-14,313.16,176.09,177.63,268.6,139.02,19.39
50,all,2020-07-21,321.1,179.45,182.37,272.34,141.32,19.95
50,all,2020-07-28,301.21,177.33,173.61,264.92,150.1,19.7
50,all,2020-08-04,321.49,182.24,175.73,278.92,154.87,19.99
50,all,2020-08-11,308.88,183.75,169.25,273.57,146.99,20.02
50,all,2020-08-18,346.34,186.98,174.94,286.75,153.72,20.54
50,all,2020-08-25,344.13,190.0,170.38,294.89,148.03,20.76
50,all,2020-09-01,343.83,194.69,169.53,309.4,151.16,20.55
50,all,2020-09-08,325.52,183.98,160.72,278.48,148.09,17.96
50,all,2020-09-15,342.8,187.82,174.37,287.88,149.85,18.47
50,all,2020-09-22,337.07,183.1,174.55,281.09,145.93,18.91
50,all,2020-09-29,365.81,184.25,172.95,284.67,145.56,18.6
50,all,2020-10-06,388.05,185.67,177.91,283.85,144.83,19.06
50,all,2020-10-13,435.47,194.1,189.23,303.83,145.17,19.11
50,all,2020-10-20,420.14,190.35,180.74,293.4,146.42,19.5
50,all,2020-10-27,413.99,187.49,181.84,291.59,146.23,18.59
50,all,2020-11-03,410.27,186.28,179.35,283.33,146.15,17.94
50,all,2020-11-10,436.49,196.26,188.86,292.37,143.49,19.41
50,all,2020-11-17,470.92,199.91,196.26,301.5,144.18,19.38
50,all,2020-11-24,478.2,201.35,195.21,303.77,138.53,20.68
50,all,2020-12-01,512.77,202.9,205.86,313.05,139.01,20.56
50,all,2020-12-08,556.49,205.21,216.98,318.03,143.36,21.09
50,all,2020-12-15,546.76,204.88,226.58,317.0,142.08,21.84
50,all,2020-12-22,604.34,204.45,234.31,320.13,142.53,21.54
50,all,2020-12-29,550.88,206.8,220.42,323.43,144.05,22.01
50,all,2021-01-05,551.18,206.73,217.75,322.3,149.38,22.78
50,all,2021-01-12,617.09,210.87,231.55,324.43,142.23,24.1
50,all,2021-01-19,672.09,210.8,239.1,327.0,140.97,24.0
50,all,2021-01-26,610.28,213.66,239.35,339.59,141.82,23.8
50,all,2021-02-02,674.57,212.42,253.08,338.65,140.59,24.72
50,all,2021-02-09,737.73,217.26,266.45,344.67,140.57,26.3
50,all,2021-02-16,723.16,218.4,248.31,346.77,137.43,27.15
50,all,2021-02-23,639.5,215.73,233.84,332.24,138.15,27.94
50,all,2021-03-02,660.56,215.19,227.67,329.05,132.67,26.9
50,all,2021-03-09,543.21,215.54,218.91,322.2,131.38,28.94
50,all,2021-03-16,579.94,220.41,226.18,331.31,132.62,29.42
50,all,2021-03-23,560.08,217.55,214.85,328.25,132.18,26.43
50,all,2021-03-30,536.3,220.47,201.77,325.25,128.71,27.64
50,all,2021-04-06,604.13,226.83,209.36,342.32,133.33,27.32
50,all,2021-04-13,605.24,230.6,199.91,352.44,133.5,27.79
50,all,2021-04-20,564.5,230.21,198.95,348.11,135.99,28.69
50,all,2021-04-27,625.43,233.2,216.1,351.98,135.94,28.94
50,all,2021-05-04,570.18,232.14,201.31,341.62,136.07,30.12
50,all,2021-05-11,497.92,231.35,194.0,336.62,140.61,30.12
50,all,2021-05-18,501.7,230.09,197.23,333.42,142.98,30.1
50,all,2021-05-25,541.06,233.6,192.7,344.55,145.36,30.16
50,all,2021-06-01,540.2,234.4,196.1,344.39,145.32,31.1
50,all,2021-06-08,567.27,235.86,206.97,348.47,144.85,32.14
50,all,2021-06-15,570.28,237.09,206.92,354.16,142.17,32.88
50,all,2021-06-22,597.73,237.1,207.31,360.07,135.8,33.18
50,all,2021-06-29,627.22,239.67,210.51,367.76,134.64,33.49
50,all,2021-07-06,611.57,242.6,207.17,373.15,137.33,33.5
50,all,2021-07-13,584.69,244.09,201.03,375.46,138.23,34.34
50,all,2021-07-20,568.81,241.55,200.15,371.7,138.37,31.22
50,all,2021-07-27,566.69,246.01,190.72,377.54,137.59,33.21
50,all,2021-08-03,584.4,247.21,193.57,380.0,138.45,32.79
50,all,2021-08-10,560.48,248.06,196.14,380.04,132.14,32.01
50,all,2021-08-17,518.93,248.83,191.83,378.89,136.39,31.27
50,all,2021-08-24,571.22,251.03,198.11,387.84,137.76,31.8
50,all,2021-08-31,582.81,253.04,206.01,393.62,138.61,32.25
50,all,2021-09-07,598.32,252.98,206.99,395.85,137.0,32.25
50,all,2021-09-14,557.56,248.9,200.04,388.76,137.9,33.1
50,all,2021-09-21,565.2,243.77,201.99,379.74,135.63,33.28
50,all,2021-09-28,518.4,243.82,198.1,373.23,132.37,35.18
50,all,2021-10-05,522.42,243.47,191.68,370.65,134.45,37.35
50,all,2021-10-12,518.67,243.77,193.24,370.4,134.5,37.67
50,all,2021-10-19,557.09,253.33,191.8,389.41,135.15,38.55
50,all,2021-10-26,553.92,256.32,192.31,393.19,136.97,39.24
50,all,2021-11-02,510.52,259.66,203.56,403.49,136.55,38.62
50,all,2021-11-09,488.43,262.74,199.48,409.99,139.92,38.92
50,all,2021-11-16,481.22,263.81,193.09,412.17,141.25,37.73
50,all,2021-11-23,423.57,263.2,185.13,412.23,136.64,37.73
50,all,2021-11-30,427.98,256.1,180.31,408.44,135.19,32.16
50,all,2021-12-07,425.91,263.25,178.4,412.6,136.26,34.63
50,all,2021-12-14,409.59,260.48,168.68,402.61,135.14,34.18
50,all,2021-12-21,441.79,261.23,180.79,404.17,136.43,34.62
50,all,2021-12-28,419.81,269.02,175.57,417.05,137.76,36.7
50,all,2022-01-04,419.78,269.4,172.7,411.71,138.51,37.32
50,all,2022-01-11,393.48,265.0,161.11,400.65,139.1,39.04
50,all,2022-01-18,330.6,257.52,146.58,384.79,138.37,40.93
50,all,2022-01-25,321.95,245.1,141.71,358.38,140.97,40.93
50,all,2022-02-01,358.22,255.53,147.23,379.57,137.42,41.98
50,all,2022-02-08,353.37,254.39,144.13,372.93,139.38,42.71
50,all,2022-02-15,358.06,251.66,148.32,369.82,141.38,43.15
50,all,2022-02-22,305.41,242.34,137.52,351.08,144.98,44.0
50,all,2022-03-01,323.13,242.57,138.16,354.62,148.36,48.21
50,all,2022-03-08,281.36,234.82,130.76,335.78,156.44,57.35
50,all,2022-03-15,241.89,240.42,127.57,340.76,146.13,46.07
50,all,2022-03-22,304.79,254.42,143.0,371.14,146.51,52.74
50,all,2022-03-29,314.89,261.19,145.08,385.94,146.33,51.12
50,all,2022-04-05,304.15,255.23,144.61,375.45,146.41,50.21
50,all,2022-04-12,292.72,248.02,135.15,352.94,150.11,51.01
50,all,2022-04-19,275.82,251.84,131.2,360.02,148.52,51.6
50,all,2022-04-26,252.5,235.47,118.93,329.74,144.85,51.33
50,all,2022-05-03,250.08,235.63,119.18,331.49,142.21,51.48
50,all,2022-05-10,181.47,225.84,104.99,312.71,140.03,50.03
50,all,2022-05-17,201.34,231.06,110.82,318.33,138.32,54.45
50,all,2022-05-24,196.67,222.9,104.52,298.65,142.24,55.05
50,all,2022-05-31,205.04,233.67,106.66,320.53,139.8,57.38
50,all,2022-06-07,208.27,235.26,112.59,322.18,141.27,60.45
50,all,2022-06-14,176.33,211.57,98.35,286.87,137.7,59.38
50,all,2022-06-21,181.15,213.17,108.6,292.81,139.38,56.42
50,all,2022-06-28,197.96,216.34,114.85,295.37,138.56,56.87
