technology_id,universe,date,cohort,spy,sector,nasdaq,gold,oil
31,all,2013-09-17,122.15,114.22,118.35,116.46,78.35,106.76
31,all,2013-09-24,122.1,113.74,118.66,117.5,79.07,105.29
31,all,2013-10-01,123.12,113.61,119.01,118.77,77.17,103.76
31,all,2013-10-08,119.25,111.02,116.9,115.1,78.91,105.54
31,all,2013-10-15,123.54,113.85,119.17,118.47,76.64,103.17
31,all,2013-10-22,122.41,117.68,121.54,122.9,80.11,100.17
31,all,2013-10-29,124.56,118.87,121.68,123.8,80.38,100.17
31,all,2013-11-05,123.1,118.26,120.9,123.75,78.39,95.25
31,all,2013-11-12,125.3,118.72,121.04,123.03,75.84,95.16
31,all,2013-11-19,127.04,120.11,119.79,123.57,76.15,95.39
31,all,2013-11-26,127.07,121.22,122.33,126.15,74.21,95.3
31,all,2013-12-03,128.9,120.6,122.99,127.31,73.06,97.62
31,all,2013-12-10,132.36,121.27,124.05,128.62,75.45,99.89
31,all,2013-12-17,128.6,119.86,124.51,126.92,73.49,98.64
31,all,2013-12-24,132.27,123.4,126.99,130.76,71.91,100.4
31,all,2013-12-31,135.29,124.58,129.01,131.53,71.92,99.92
31,all,2014-01-07,136.96,123.77,127.11,130.27,73.6,94.99
31,all,2014-01-14,136.72,123.9,129.92,131.06,74.26,93.47
31,all,2014-01-21,136.23,124.24,130.39,132.41,74.14,96.15
31,all,2014-01-28,129.14,120.79,127.08,128.37,74.91,98.13
31,all,2014-02-04,126.35,118.31,124.96,126.96,74.94,98.27
31,all,2014-02-11,132.89,122.76,131.48,132.78,77.03,100.82
31,all,2014-02-18,136.94,124.28,135.36,134.95,78.91,103.71
31,all,2014-02-25,137.63,124.68,135.38,135.04,80.03,103.51
31,all,2014-03-04,138.27,126.53,137.72,136.35,79.7,104.84
31,all,2014-03-11,138.61,126.3,137.79,135.46,80.43,101.3
31,all,2014-03-18,138.65,126.59,139.53,135.93,80.9,100.65
31,all,2014-03-25,139.2,126.23,141.22,133.2,78.3,101.19
31,all,2014-04-01,140.43,127.54,144.03,134.25,76.43,101.36
31,all,2014-04-08,138.48,125.41,140.51,129.94,78.1,104.38
31,all,2014-04-15,137.3,124.8,137.41,127.99,77.73,105.77
31,all,2014-04-22,141.3,127.3,142.29,131.73,76.67,104.67
31,all,2014-04-29,138.47,127.21,138.44,131.17,77.34,103.88
31,all,2014-05-06,136.51,126.55,138.76,130.64,78.03,102.38
31,all,2014-05-13,138.41,128.7,140.76,132.87,77.18,104.78
31,all,2014-05-20,137.63,127.07,140.2,132.43,77.23,106.14
31,all,2014-05-27,141.7,129.76,144.63,136.95,75.47,107.89
31,all,2014-06-03,140.41,130.63,147.46,137.22,74.33,106.48
31,all,2014-06-10,145.17,132.52,150.31,139.82,75.19,108.29
31,all,2014-06-17,148.2,132.0,154.08,139.13,75.74,110.3
31,all,2014-06-24,145.39,132.55,152.3,139.88,78.65,110.58
31,all,2014-07-01,150.14,134.13,156.24,143.26,79.1,109.93
31,all,2014-07-08,148.12,133.6,155.75,142.24,78.71,108.01
31,all,2014-07-15,153.44,134.27,156.26,144.12,77.13,104.33
31,all,2014-07-22,153.72,134.93,157.49,145.78,77.88,107.36
31,all,2014-07-29,154.44,134.08,149.04,145.77,77.55,105.77
31,all,2014-08-05,152.75,130.72,146.99,142.73,76.72,102.29
31,all,2014-08-12,154.82,131.75,148.52,143.99,78.04,101.81
31,all,2014-08-19,159.9,135.06,153.48,148.94,77.23,98.19
31,all,2014-08-26,159.31,136.38,154.92,150.14,76.4,99.12
31,all,2014-09-02,160.15,136.57,156.17,151.0,75.35,98.42
31,all,2014-09-09,160.44,135.69,157.28,149.76,74.87,97.93
31,all,2014-09-16,157.84,136.48,156.44,149.96,73.6,99.72
31,all,2014-09-23,156.2,135.43,155.57,149.41,72.84,97.43
31,all,2014-09-30,154.63,134.75,155.37,149.43,71.98,97.34
31,all,2014-10-07,150.72,132.18,147.41,146.07,72.07,94.6
31,all,2014-10-14,141.03,128.38,136.07,140.62,73.45,87.27
31,all,2014-10-21,145.36,132.74,147.3,146.52,74.34,88.54
31,all,2014-10-28,149.15,135.7,151.58,151.53,73.15,87.19
31,all,2014-11-04,154.18,137.52,156.41,153.31,69.51,82.89
31,all,2014-11-11,154.31,139.65,156.05,154.7,69.4,83.22
31,all,2014-11-18,153.72,140.59,159.54,156.82,71.26,79.77
31,all,2014-11-25,156.13,141.65,163.24,158.58,71.46,79.29
31,all,2014-12-02,155.22,141.64,166.09,159.17,71.32,72.36
31,all,2014-12-09,153.18,141.22,168.98,158.76,73.21,68.46
31,all,2014-12-16,145.22,135.36,161.17,151.23,71.2,60.25
31,all,2014-12-23,154.85,142.88,169.47,158.21,69.83,60.99
31,all,2014-12-30,152.34,142.77,168.39,158.38,71.35,57.4
31,all,2015-01-06,146.48,137.42,160.56,151.93,72.54,51.06
31,all,2015-01-13,148.27,138.98,162.24,154.13,73.19,49.84
31,all,2015-01-20,146.53,138.96,163.46,154.28,76.93,49.45
31,all,2015-01-27,146.32,139.43,163.23,154.01,77.05,48.68
31,all,2015-02-03,145.73,140.88,162.62,156.31,74.98,55.5
31,all,2015-02-10,149.64,142.23,167.67,158.5,73.38,53.58
31,all,2015-02-17,152.14,144.5,172.64,162.46,71.86,55.98
31,all,2015-02-24,152.15,145.67,174.92,164.88,71.39,51.03
31,all,2015-03-03,152.47,145.19,176.16,165.29,71.52,52.31
31,all,2015-03-10,149.43,140.97,171.52,160.5,69.01,50.66
31,all,2015-03-17,146.85,143.02,174.36,162.25,68.26,45.15
31,all,2015-03-24,149.27,144.25,175.55,164.24,70.96,47.5
31,all,2015-03-31,144.31,142.6,170.01,160.69,70.4,47.64
31,all,2015-04-07,145.16,143.19,169.34,160.99,71.92,53.92
31,all,2015-04-14,146.98,144.72,170.48,163.08,70.88,53.24
31,all,2015-04-21,146.2,144.79,172.74,164.43,71.46,55.02
31,all,2015-04-28,152.59,146.06,170.23,167.45,72.05,55.45
31,all,2015-05-05,147.07,144.31,168.4,163.5,70.87,58.73
31,all,2015-05-12,144.72,145.05,170.3,164.01,70.92,58.67
31,all,2015-05-19,146.67,147.16,174.75,167.29,71.78,55.53
31,all,2015-05-26,145.99,145.55,175.02,166.17,70.55,55.7
31,all,2015-06-02,148.83,146.01,180.82,167.49,70.9,58.5
31,all,2015-06-09,145.68,144.0,174.53,164.36,69.88,57.17
31,all,2015-06-16,146.26,145.24,175.18,165.56,70.19,57.31
31,all,2015-06-23,149.65,147.19,177.53,168.98,69.92,57.91
31,all,2015-06-30,141.98,142.89,166.95,163.3,69.6,56.24
31,all,2015-07-07,138.61,144.4,165.16,164.67,68.6,50.24
31,all,2015-07-14,141.07,146.25,164.65,168.17,68.59,50.13
31,all,2015-07-21,144.96,146.99,162.55,173.73,65.26,47.84
31,all,2015-07-28,137.77,145.31,159.74,169.49,65.05,44.84
31,all,2015-08-04,142.04,145.34,156.44,169.89,64.61,43.06
31,all,2015-08-11,144.89,144.85,156.75,167.98,65.82,40.99
31,all,2015-08-18,144.1,145.76,153.47,169.08,66.34,39.75
31,all,2015-08-25,126.18,130.0,137.8,149.61,67.61,36.01
31,all,2015-09-01,131.81,133.12,145.2,154.12,67.64,41.9
31,all,2015-09-08,137.95,137.05,153.76,160.21,66.6,42.49
31,all,2015-09-15,138.29,137.76,153.97,162.42,65.59,41.22
31,all,2015-09-22,135.33,135.31,146.65,159.16,66.76,42.21
31,all,2015-09-29,134.96,131.26,142.97,152.08,66.88,41.33
31,all,2015-10-06,145.99,138.01,153.22,160.53,68.05,44.53
31,all,2015-10-13,147.62,139.73,153.38,162.22,69.28,42.6
31,all,2015-10-20,151.45,141.72,160.62,165.4,69.82,41.67
31,all,2015-10-27,161.46,144.16,163.99,172.89,69.17,39.09
31,all,2015-11-03,165.72,147.23,165.54,175.84,66.26,43.22
31,all,2015-11-10,166.67,145.53,162.21,173.19,64.53,39.86
31,all,2015-11-17,164.83,143.37,161.82,170.46,63.39,36.8
31,all,2015-11-24,172.22,146.08,164.28,174.37,63.76,37.68
31,all,2015-12-01,177.11,147.01,169.61,176.07,63.35,36.63
31,all,2015-12-08,176.68,144.4,167.86,175.26,63.7,33.04
31,all,2015-12-15,174.44,143.06,164.74,171.71,62.88,32.25
31,all,2015-12-22,176.39,142.84,164.83,171.42,63.56,30.47
31,all,2015-12-29,180.57,145.58,167.92,175.29,63.3,31.85
31,all,2016-01-05,173.76,141.34,160.7,167.63,63.91,30.16
31,all,2016-01-12,163.64,135.93,150.38,161.85,64.55,25.94
31,all,2016-01-19,152.15,132.0,142.12,154.98,64.4,24.02
31,all,2016-01-26,155.75,133.51,147.13,158.19,66.45,25.37
31,all,2016-02-02,155.03,133.48,147.35,156.65,66.95,24.24
31,all,2016-02-09,144.17,130.16,140.64,147.71,70.35,23.14
31,all,2016-02-16,149.53,133.21,146.47,153.71,71.09,23.51
31,all,2016-02-23,157.17,134.99,149.87,155.78,72.6,23.99
31,all,2016-03-01,165.42,139.06,158.49,162.24,72.95,25.88
31,all,2016-03-08,162.8,139.26,158.37,159.72,74.69,27.3
31,all,2016-03-15,168.86,141.91,162.53,163.52,73.06,27.44
31,all,2016-03-22,175.18,144.33,167.48,166.3,73.9,29.82
31,all,2016-03-29,178.36,144.72,167.37,167.39,73.56,27.72
31,all,2016-04-05,176.79,144.07,166.61,167.47,72.88,25.83
31,all,2016-04-12,177.86,145.29,166.14,168.44,74.36,30.1
31,all,2016-04-19,179.12,148.09,165.09,170.04,74.07,29.53
31,all,2016-04-26,179.81,147.4,167.18,166.81,73.52,30.58
31,all,2016-05-03,173.83,145.46,159.5,162.62,76.16,30.38
31,all,2016-05-10,175.87,147.07,159.96,165.09,74.93,31.09
31,all,2016-05-17,184.01,144.53,158.77,162.24,75.7,33.72
31,all,2016-05-24,192.74,146.66,170.37,166.82,72.65,33.44
31,all,2016-05-31,198.98,148.05,174.04,169.72,71.89,33.58
31,all,2016-06-07,196.19,149.35,176.77,169.47,73.6,34.57
31,all,2016-06-14,193.71,146.78,173.05,166.16,76.04,33.18
31,all,2016-06-21,200.51,147.83,174.0,165.79,74.85,33.64
31,all,2016-06-28,193.57,144.11,165.89,161.1,77.62,32.45
31,all,2016-07-05,197.72,147.81,167.6,165.66,80.19,31.63
31,all,2016-07-12,210.09,152.45,178.85,171.94,78.76,31.65
31,all,2016-07-19,213.02,153.33,182.35,172.93,78.79,30.27
31,all,2016-07-26,228.21,153.72,193.12,175.49,78.04,28.51
31,all,2016-08-02,224.05,152.87,188.39,177.29,80.69,26.39
31,all,2016-08-09,231.9,154.74,194.17,180.32,79.26,28.49
31,all,2016-08-16,238.15,154.58,195.75,180.52,79.57,30.89
31,all,2016-08-23,243.78,155.3,199.88,181.3,79.13,31.37
31,all,2016-08-30,241.46,154.61,200.32,179.76,77.44,30.35
31,all,2016-09-06,245.43,155.34,201.11,181.75,79.72,29.39
31,all,2016-09-13,229.29,151.23,194.02,177.8,77.89,29.34
31,all,2016-09-20,237.83,152.13,199.64,180.89,77.7,28.49
31,all,2016-09-27,245.96,153.66,202.44,183.21,78.43,28.71
31,all,2016-10-04,249.15,153.02,206.65,183.01,74.93,31.37
31,all,2016-10-11,242.86,152.13,203.66,181.69,74.05,32.76
31,all,2016-10-18,245.28,152.33,203.36,182.22,74.59,32.39
31,all,2016-10-25,256.28,152.66,206.96,184.28,75.24,31.8
31,all,2016-11-01,248.32,150.41,203.75,179.51,76.02,29.9
31,all,2016-11-08,251.36,152.62,206.85,181.06,75.34,28.57
31,all,2016-11-15,267.21,155.59,211.95,179.68,72.54,29.25
31,all,2016-11-22,288.25,157.23,222.06,183.83,71.56,30.07
31,all,2016-11-29,289.95,157.46,221.66,183.89,70.16,28.46
31,all,2016-12-06,290.61,158.03,217.76,180.71,69.02,31.94
31,all,2016-12-13,300.07,162.35,224.26,186.24,68.41,33.18
31,all,2016-12-20,322.42,162.33,229.98,186.93,66.76,32.87
31,all,2016-12-27,339.93,162.24,235.14,187.35,67.24,33.18
31,all,2017-01-03,317.17,161.5,227.08,185.36,68.42,32.36
31,all,2017-01-10,324.82,162.37,231.07,190.11,70.08,31.32
31,all,2017-01-17,309.25,162.22,227.71,190.4,71.76,32.33
31,all,2017-01-24,322.83,163.19,235.79,192.56,71.4,32.16
31,all,2017-01-31,323.45,163.14,236.59,193.16,71.57,32.02
31,all,2017-02-07,351.95,164.15,243.21,195.83,72.75,31.65
31,all,2017-02-14,340.82,167.56,241.23,199.3,72.42,32.19
31,all,2017-02-21,348.84,169.56,248.21,202.28,72.93,32.64
31,all,2017-02-28,337.46,169.55,243.25,201.62,73.85,32.39
31,all,2017-03-07,326.49,169.93,245.04,202.37,71.71,31.88
31,all,2017-03-14,335.6,169.86,250.04,203.58,70.68,28.83
31,all,2017-03-21,338.02,168.31,248.19,201.71,73.42,28.6
31,all,2017-03-28,340.04,169.46,253.25,204.55,73.73,28.71
31,all,2017-04-04,336.02,169.57,251.08,205.9,74.09,30.3
31,all,2017-04-11,325.29,169.27,246.87,204.26,75.06,31.6
31,all,2017-04-18,326.55,168.41,245.15,203.99,76.07,31.23
31,all,2017-04-25,340.72,171.78,255.43,209.97,74.48,29.31
31,all,2017-05-02,323.19,171.94,252.33,213.55,74.11,28.06
31,all,2017-05-09,322.21,172.42,255.52,214.93,71.88,27.07
31,all,2017-05-16,379.58,172.89,270.51,216.95,72.87,28.6
31,all,2017-05-23,369.66,172.86,268.41,216.21,73.79,30.1
31,all,2017-05-30,382.53,173.91,274.59,219.62,74.41,28.97
31,all,2017-06-06,391.29,175.14,279.21,221.99,76.25,28.2
31,all,2017-06-13,392.97,176.1,274.66,218.1,74.62,27.16
31,all,2017-06-20,402.34,175.85,270.58,217.14,73.2,25.32
31,all,2017-06-27,391.1,174.63,264.29,215.07,73.59,25.74
31,all,2017-07-05,386.46,175.68,262.43,214.29,72.17,26.17
31,all,2017-07-12,419.37,176.57,275.32,219.23,71.87,26.39
31,all,2017-07-19,421.29,178.73,280.44,224.34,73.14,27.41
31,all,2017-07-26,431.03,179.05,280.83,225.72,74.25,28.18
31,all,2017-08-02,422.29,179.05,273.05,224.29,74.57,28.68
31,all,2017-08-09,429.89,178.92,275.1,224.55,75.14,28.71
31,all,2017-08-16,420.15,178.69,276.9,224.8,75.48,27.07
31,all,2017-08-23,418.63,176.97,273.89,222.33,75.98,27.95
31,all,2017-08-30,420.38,178.02,278.54,225.38,77.03,26.53
31,all,2017-09-06,422.36,178.66,279.1,226.13,78.54,28.4
31,all,2017-09-13,427.7,181.03,283.38,228.14,77.8,28.49
31,all,2017-09-20,455.7,181.85,290.13,226.97,76.57,28.97
31,all,2017-09-27,438.12,181.84,291.19,225.58,75.55,29.76
31,all,2017-10-04,450.36,184.1,299.36,228.03,75.05,28.51
31,all,2017-10-11,470.6,185.46,306.88,231.17,76.05,29.31
31,all,2017-10-18,483.64,185.96,310.11,232.45,75.36,29.65
31,all,2017-10-25,468.19,185.65,310.5,230.21,75.16,29.65
31,all,2017-11-01,483.41,187.25,321.1,237.51,75.01,30.83
31,all,2017-11-08,491.67,188.43,333.8,241.25,75.34,32.28
31,all,2017-11-15,485.55,186.49,326.97,238.27,75.2,31.37
31,all,2017-11-22,495.93,188.9,336.1,243.11,75.96,32.81
31,all,2017-11-29,467.38,191.05,320.26,240.25,75.59,32.45
31,all,2017-12-06,452.54,191.43,312.08,239.69,74.37,31.68
31,all,2017-12-13,451.7,193.99,312.25,243.58,73.81,32.05
31,all,2017-12-20,473.79,195.18,325.63,246.5,74.41,32.84
31,all,2017-12-27,470.84,195.39,319.82,244.95,75.71,33.72
31,all,2018-01-03,497.71,197.7,331.74,250.41,77.31,34.91
31,all,2018-01-10,514.12,200.36,330.81,253.78,77.44,35.87
31,all,2018-01-17,521.74,204.38,345.42,259.42,78.13,36.15
31,all,2018-01-24,541.47,206.99,344.64,263.52,79.8,37.4
31,all,2018-01-31,562.25,206.05,344.83,265.07,79.06,36.72
31,all,2018-02-07,515.55,195.65,322.62,250.69,77.29,34.99
31,all,2018-02-14,538.16,197.05,331.29,254.56,79.42,34.46
31,all,2018-02-21,539.37,197.39,336.04,257.91,77.83,34.77
31,all,2018-02-28,546.79,198.56,345.59,261.65,77.42,34.99
31,all,2018-03-07,550.23,199.39,355.41,264.34,77.87,34.94
31,all,2018-03-14,555.86,201.23,361.26,268.64,77.86,34.74
31,all,2018-03-21,550.69,198.46,357.22,261.62,78.34,37.28
31,all,2018-03-28,498.51,190.68,330.07,246.46,77.88,36.89
31,all,2018-04-04,507.57,193.42,334.74,250.36,78.32,36.27
31,all,2018-04-11,509.08,193.56,333.78,251.21,79.35,38.05
31,all,2018-04-18,531.64,198.43,341.18,260.86,79.19,39.26
31,all,2018-04-25,496.48,193.47,315.31,248.66,77.68,38.81
31,all,2018-05-02,519.04,193.15,319.77,253.62,76.59,38.67
31,all,2018-05-09,568.76,197.78,339.47,263.12,77.01,40.65
31,all,2018-05-16,565.03,199.79,347.98,264.85,75.74,40.91
31,all,2018-05-23,564.32,200.61,349.23,265.82,75.9,41.05
31,all,2018-05-30,575.26,200.06,353.61,266.73,76.41,39.12
31,all,2018-06-06,609.32,203.57,365.92,275.63,76.14,37.23
31,all,2018-06-13,607.76,204.04,360.04,275.57,76.3,38.1
31,all,2018-06-20,608.47,203.43,356.16,278.4,74.49,37.57
31,all,2018-06-27,555.05,198.55,331.77,266.59,73.45,41.44
31,all,2018-07-05,570.9,201.33,339.8,271.6,73.74,41.81
31,all,2018-07-12,597.37,205.94,343.14,281.87,73.17,40.71
31,all,2018-07-19,597.98,206.4,348.23,281.2,71.73,39.97
31,all,2018-07-26,616.39,208.87,351.32,282.8,71.71,40.93
31,all,2018-08-02,604.36,208.17,351.54,281.98,70.93,40.62
31,all,2018-08-09,615.05,210.14,354.51,285.72,71.07,39.26
31,all,2018-08-16,612.43,209.4,340.3,282.44,68.81,38.56
31,all,2018-08-23,640.3,210.67,346.05,283.98,69.5,40.37
31,all,2018-08-30,673.89,214.0,355.75,292.79,70.39,41.73
31,all,2018-09-06,677.34,212.42,349.31,285.56,70.33,40.45
31,all,2018-09-13,692.37,214.39,348.05,289.84,70.46,40.99
31,all,2018-09-20,693.24,216.42,354.83,290.13,70.78,41.87
31,all,2018-09-27,702.41,215.26,347.13,292.4,69.4,43.17
31,all,2018-10-04,687.75,214.33,344.64,286.97,70.29,44.53
31,all,2018-10-11,606.39,201.54,314.51,266.87,71.71,42.29
31,all,2018-10-18,619.98,204.67,318.47,272.5,71.8,41.19
31,all,2018-10-25,539.33,199.99,299.94,269.16,72.1,40.2
31,all,2018-11-01,559.0,202.53,322.06,270.74,72.24,38.08
31,all,2018-11-08,552.97,207.71,320.72,274.51,71.71,36.32
31,all,2018-11-15,545.97,202.17,316.38,264.49,71.09,33.89
31,all,2018-11-23,456.82,194.94,302.41,250.52,71.71,30.64
31,all,2018-11-30,501.57,204.12,317.61,266.5,71.56,30.35
31,all,2018-12-07,461.87,195.17,297.26,253.93,73.14,31.43
31,all,2018-12-14,464.84,192.88,302.31,253.46,72.51,30.61
31,all,2018-12-21,414.87,179.28,282.58,232.2,73.53,27.07
31,all,2018-12-28,430.49,184.53,294.76,241.39,74.98,26.96
31,all,2019-01-04,442.78,187.99,294.01,246.53,75.22,28.8
31,all,2019-01-11,467.86,192.89,311.81,253.57,75.44,30.83
31,all,2019-01-18,486.26,198.47,315.63,260.76,74.96,31.99
31,all,2019-01-25,494.66,197.96,328.76,260.61,76.1,31.82
31,all,2019-02-01,489.64,201.15,330.59,264.24,77.11,32.9
31,all,2019-02-08,487.26,201.45,334.74,265.99,76.93,31.34
31,all,2019-02-15,506.93,206.59,347.3,271.32,77.3,33.13
31,all,2019-02-22,515.16,207.91,350.91,272.82,77.73,33.8
31,all,2019-03-01,510.32,208.86,350.66,275.19,75.49,32.98
31,all,2019-03-08,491.96,204.42,339.58,270.11,76.09,33.18
31,all,2019-03-15,530.29,210.45,358.38,281.44,76.17,34.51
31,all,2019-03-22,556.72,208.91,361.01,282.28,76.79,34.6
31,all,2019-03-29,554.26,211.32,359.53,284.02,75.57,35.36
31,all,2019-04-05,593.78,215.88,380.75,291.92,75.55,37.2
31,all,2019-04-12,587.1,217.07,385.55,293.77,75.46,37.62
31,all,2019-04-22,590.8,217.15,401.24,297.08,74.56,38.67
31,all,2019-04-29,575.21,219.84,398.15,301.98,74.84,37.43
31,all,2019-05-06,569.9,219.06,398.47,300.27,74.83,36.97
31,all,2019-05-13,524.27,210.11,363.8,282.31,75.98,35.87
31,all,2019-05-20,515.53,212.42,347.5,284.48,74.72,37.2
31,all,2019-05-28,517.02,209.58,335.84,280.59,74.84,34.6
31,all,2019-06-04,515.57,209.87,350.31,276.51,77.52,31.57
31,all,2019-06-11,549.63,216.13,366.74,289.93,77.53,31.43
31,all,2019-06-18,544.9,218.75,363.35,294.69,78.74,31.82
31,all,2019-06-25,532.0,218.58,360.38,293.0,83.12,33.95
31,all,2019-07-02,563.25,222.84,382.59,301.05,82.63,33.1
31,all,2019-07-09,567.01,223.41,378.07,302.08,81.6,34.06
31,all,2019-07-16,585.9,225.36,388.38,306.02,82.01,34.14
31,all,2019-07-23,598.53,225.54,407.42,307.03,82.81,33.41
31,all,2019-07-30,603.53,226.06,412.87,307.02,83.6,34.17
31,all,2019-08-06,535.68,216.35,373.58,290.35,86.04,31.51
31,all,2019-08-13,560.73,219.92,385.71,298.48,87.82,33.58
31,all,2019-08-20,567.83,218.07,388.7,296.23,88.08,32.9
31,all,2019-08-27,554.58,215.65,376.62,292.21,90.16,32.31
31,all,2019-09-03,562.77,218.56,383.52,294.14,90.28,31.74
31,all,2019-09-10,590.07,224.12,410.34,302.04,86.83,33.89
31,all,2019-09-17,592.98,226.21,414.81,305.15,87.71,34.77
31,all,2019-09-24,570.54,223.44,403.26,298.41,89.51,33.66
31,all,2019-10-01,569.08,221.46,400.68,297.3,86.48,31.65
31,all,2019-10-08,567.13,217.9,393.48,294.37,87.9,30.81
31,all,2019-10-15,613.91,225.72,422.37,307.23,86.47,31.29
31,all,2019-10-22,612.36,225.82,417.13,304.57,86.84,32.08
31,all,2019-10-29,637.85,228.99,431.25,311.23,86.87,32.76
31,all,2019-11-05,667.47,231.87,449.1,317.85,86.62,33.75
31,all,2019-11-12,674.87,233.36,450.11,319.96,85.12,33.58
31,all,2019-11-19,699.8,235.57,449.92,322.86,85.9,32.73
31,all,2019-11-26,700.58,237.2,448.28,324.83,85.31,34.48
31,all,2019-12-03,683.24,233.78,432.99,319.75,86.16,33.27
31,all,2019-12-10,697.53,236.78,448.28,323.7,85.46,35.05
31,all,2019-12-17,738.05,241.34,474.4,332.42,86.1,35.98
31,all,2019-12-24,775.3,243.79,484.84,337.17,87.5,36.12
31,all,2019-12-31,767.44,244.27,482.1,338.26,88.51,36.24
31,all,2020-01-07,788.92,244.93,486.65,342.91,91.65,37.14
31,all,2020-01-14,802.91,248.51,493.19,350.15,90.24,34.74
31,all,2020-01-21,824.7,251.43,499.13,355.24,90.89,34.63
31,all,2020-01-28,824.36,248.09,492.96,352.33,91.46,31.82
31,all,2020-02-04,825.94,249.73,486.63,361.91,90.7,29.53
31,all,2020-02-11,883.45,254.44,503.16,369.13,91.46,29.7
31,all,2020-02-18,936.95,255.55,503.2,373.46,93.47,30.98
31,all,2020-02-25,819.11,237.28,455.66,342.65,94.95,29.42
31,all,2020-03-03,810.54,227.86,444.56,333.28,95.32,27.98
31,all,2020-03-10,789.72,218.89,432.04,324.74,95.68,20.48
31,all,2020-03-17,693.82,191.86,370.84,289.79,88.92,16.15
31,all,2020-03-24,761.48,185.62,389.29,292.83,95.01,14.09
31,all,2020-03-31,784.72,196.76,395.35,303.57,91.7,11.91
31,all,2020-04-07,798.74,202.4,414.59,313.14,96.65,14.4
31,all,2020-04-14,882.08,216.64,443.49,337.79,100.76,13.18
31,all,2020-04-21,843.39,208.44,414.75,326.68,98.24,7.95
31,all,2020-04-28,889.09,218.12,448.12,337.21,99.62,6.03
31,all,2020-05-05,884.21,218.47,441.62,347.04,99.73,7.61
31,all,2020-05-12,917.88,218.84,451.62,354.15,99.13,7.42
31,all,2020-05-19,981.15,222.89,464.3,361.7,101.74,8.64
31,all,2020-05-26,966.69,228.31,476.32,365.18,99.65,9.07
31,all,2020-06-02,976.82,235.18,493.03,375.69,100.71,9.57
31,all,2020-06-09,1009.45,244.89,523.75,387.92,99.88,10.05
31,all,2020-06-16,1000.15,238.91,515.51,387.2,100.5,9.77
31,all,2020-06-23,1021.46,239.26,521.71,397.44,103.12,10.16
31,all,2020-06-30,1015.13,236.43,522.98,395.46,103.67,9.92
31,all,2020-07-07,1040.56,240.59,530.07,409.85,104.7,10.18
31,all,2020-07-14,1077.32,244.53,542.45,415.85,105.41,10.21
31,all,2020-07-21,1090.86,249.2,550.09,421.65,107.15,10.51
31,all,2020-07-28,1126.56,246.26,540.94,410.17,113.81,10.38
31,all,2020-08-04,1280.03,253.07,579.23,431.84,117.43,10.53
31,all,2020-08-11,1210.05,255.17,565.9,423.55,111.45,10.54
31,all,2020-08-18,1314.55,259.65,581.45,443.97,116.56,10.82
31,all,2020-08-25,1370.74,263.85,588.55,456.57,112.25,10.93
31,all,2020-09-01,1465.98,270.36,604.94,479.02,114.62,10.82
31,all,2020-09-08,1274.06,255.49,554.47,431.16,112.29,9.46
31,all,2020-09-15,1335.03,260.82,582.82,445.71,113.63,9.73
